 177.5    0.067793   -0.015278
 178.0    0.058806   -0.020895
 178.5    0.046906   -0.026898
 179.0    0.031917   -0.033209
 179.5    0.013706   -0.039746
 180.0   -0.007819   -0.046423
 180.5   -0.032707   -0.053150
 181.0   -0.060958   -0.059831
 181.5   -0.092527   -0.066369
 182.0   -0.127317   -0.072666
 182.5   -0.165182   -0.078619
 183.0   -0.205925   -0.084129
 183.5   -0.249300   -0.089094
 184.0   -0.295010   -0.093420
 184.5   -0.342711   -0.097014
 185.0   -0.392015   -0.099791
 185.5   -0.442495   -0.101678
 186.0   -0.493687   -0.102610
 186.5   -0.545100   -0.102536
 187.0   -0.596221   -0.101423
 187.5   -0.646522   -0.099251
 188.0   -0.695473   -0.096019
 188.5   -0.742545   -0.091744
 189.0   -0.787222   -0.086460
 189.5   -0.829011   -0.080215
 190.0   -0.867446   -0.073076
 190.5   -0.902097   -0.065120
 191.0   -0.932577   -0.056437
 191.5   -0.958546   -0.047125
 192.0   -0.979716   -0.037291
 192.5   -0.995851   -0.027045
 193.0   -1.006776   -0.016503
 193.5   -1.012369   -0.005779
 194.0   -1.012570    0.005008
 194.5   -1.007376    0.015745
 195.0   -0.996840    0.026320
 195.5   -0.981071    0.036622
 196.0   -0.960233    0.046547
 196.5   -0.934538    0.055999
 197.0   -0.904247    0.064885
 197.5   -0.869665    0.073122
 198.0   -0.831136    0.080637
 198.5   -0.789038    0.087368
 199.0   -0.743776    0.093264
 199.5   -0.695781    0.098285
 200.0   -0.645498    0.102405
 200.5   -0.593380    0.105614
 201.0   -0.539886    0.107912
 201.5   -0.485470    0.109312
 202.0   -0.430574    0.109842
 202.5   -0.375626    0.109538
 203.0   -0.321033    0.108447
 203.5   -0.267176    0.106624
 204.0   -0.214404    0.104131
 204.5   -0.163039    0.101035
 205.0   -0.113363    0.097406
 205.5   -0.065626    0.093316
 206.0   -0.020040    0.088838
 206.5    0.023220    0.084044
 207.0    0.064012    0.079004
 207.5    0.102232    0.073789
 208.0    0.137808    0.068463
 208.5    0.170703    0.063091
 209.0    0.200906    0.057731
 209.5    0.228441    0.052440
 210.0    0.253354    0.047272
 210.5    0.275719    0.042274
 211.0    0.295634    0.037492
 211.5    0.313217    0.032968
 212.0    0.328608    0.028740
 212.5    0.341962    0.024839
 213.0    0.353451    0.021297
 213.5    0.363262    0.018136
 214.0    0.371591    0.015378
 214.5    0.378643    0.013036
 215.0    0.384630    0.011122
 215.5    0.389767    0.009639
 216.0    0.394270    0.008586
 216.5    0.398353    0.007956
 217.0    0.402226    0.007738
 217.5    0.406090    0.007913
 218.0    0.410137    0.008458
 218.5    0.414546    0.009344
 219.0    0.419479    0.010538
 219.5    0.425081    0.012000
 220.0    0.431475    0.013689
 220.5    0.438765    0.015558
 221.0    0.447029    0.017557
 221.5    0.456318    0.019636
 222.0    0.466660    0.021740
 222.5    0.478053    0.023816
 223.0    0.490470    0.025808
 223.5    0.503856    0.027665
 224.0    0.518130    0.029333
 224.5    0.533184    0.030764
 225.0    0.548889    0.031911
 225.5    0.565092    0.032734
 226.0    0.581621    0.033196
 226.5    0.598286    0.033265
 227.0    0.614884    0.032916
 227.5    0.631201    0.032132
 228.0    0.647016    0.030901
 228.5    0.662102    0.029217
 229.0    0.676234    0.027084
 229.5    0.689188    0.024511
 230.0    0.700748    0.021514
 230.5    0.710706    0.018113
 231.0    0.718866    0.014337
 231.5    0.725048    0.010217
 232.0    0.729088    0.005789
 232.5    0.730842    0.001091
 233.0    0.730185   -0.003835
 233.5    0.727014   -0.008946
 234.0    0.721246   -0.014198
 234.5    0.712823   -0.019547
 235.0    0.701706   -0.024950
 235.5    0.687879   -0.030365
 236.0    0.671348   -0.035750
 236.5    0.652136   -0.041067
 237.0    0.630288   -0.046279
 237.5    0.605863   -0.051353
 238.0    0.578940   -0.056258
 238.5    0.549611   -0.060964
 239.0    0.517981   -0.065447
 239.5    0.484168   -0.069685
 240.0    0.448301   -0.073655
